id,manufacturer,model,transmission,color,odometer,year,engineFuel,engineType,engineCapacity,bodyType,drivetrain,photos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
15030,Volkswagen,Golf,mechanical,red,235000,1993,diesel,diesel,1.9,hatchback,front,9,False,False,False,False,False,False,False,False,False,True
15031,Toyota,Prius,automatic,silver,212433,2007,hybrid-petrol,gasoline,1.5,hatchback,front,4,False,True,True,True,True,False,True,True,True,True
15032,BMW,435,automatic,black,143593,2013,gasoline,gasoline,3.0,coupe,all,23,False,True,False,True,True,True,True,True,True,True
15033,Audi,Q3,automatic,grey,90000,2014,gasoline,gasoline,2.0,suv,all,6,False,False,True,True,False,True,False,True,False,True
15034,Peugeot,406,mechanical,blue,345829,1998,gasoline,gasoline,2.0,sedan,front,8,False,True,False,False,False,False,False,False,True,True
15035,Audi,A4,mechanical,blue,220000,1998,gasoline,gasoline,1.8,universal,front,4,False,True,False,False,False,False,False,False,True,False
15036,Citroen,Xsara,mechanical,blue,252000,2003,gasoline,gasoline,1.6,hatchback,front,17,False,True,False,False,False,True,False,False,True,True
15037,Citroen,Xantia,mechanical,blue,360,1999,diesel,diesel,2.0,hatchback,front,19,False,False,False,False,False,False,False,False,False,True
15038,Nissan,X-Trail,mechanical,black,260000,2003,diesel,diesel,2.2,suv,front,7,False,True,False,True,False,False,False,False,False,True
15039,Ford,Focus,mechanical,other,257000,2008,gasoline,gasoline,1.6,hatchback,front,13,False,True,False,False,False,False,False,False,False,False
15040,Renault,Laguna,mechanical,silver,180000,2000,diesel,diesel,1.9,hatchback,front,8,False,True,True,True,False,False,False,False,False,False
15041,Peugeot,406,mechanical,green,235987,2000,gasoline,gasoline,1.8,sedan,front,8,True,False,False,False,False,False,False,False,False,False
15042,Skoda,Octavia,automatic,silver,136000,2013,gasoline,gasoline,1.8,liftback,front,13,False,True,False,False,False,False,False,False,True,False
15043,Volvo,S40,automatic,other,225000,2007,gasoline,gasoline,2.4,sedan,front,9,False,True,False,False,False,True,False,False,True,True
15044,Citroen,C4 Grand Picasso,mechanical,silver,275900,2010,diesel,diesel,1.6,minivan,front,20,False,True,False,True,False,False,True,True,True,False
15045,Suzuki,Baleno,mechanical,silver,400000,1998,gasoline,gasoline,1.6,universal,front,8,True,False,False,False,False,False,False,False,False,False
15046,Land Rover,Range Rover Sport,automatic,white,259000,2008,diesel,diesel,3.6,suv,all,6,False,True,True,True,True,False,True,True,True,True
15047,Citroen,Berlingo,mechanical,green,213790,1997,gasoline,gasoline,1.4,minivan,front,5,True,False,False,False,False,False,False,False,False,False
15048,Kia,Sorento,automatic,white,86000,2018,diesel,diesel,2.2,suv,all,13,False,True,True,True,True,True,True,True,True,True
15049,Mazda,Premacy,mechanical,green,355000,2003,diesel,diesel,2.0,minivan,front,7,False,True,False,False,False,False,False,False,True,False
15050,Honda,Civic,mechanical,violet,300000,1998,gasoline,gasoline,1.4,universal,front,6,True,False,False,False,False,False,False,False,False,False
15051,Opel,Corsa,mechanical,blue,160000,2004,gasoline,gasoline,1.0,hatchback,front,5,False,True,False,False,False,False,False,False,False,False
15052,Mazda,626,mechanical,green,315000,1997,gasoline,gasoline,1.8,hatchback,front,8,False,True,False,False,False,False,False,False,False,True
15053,Volkswagen,T5,mechanical,white,282000,2011,diesel,diesel,2.0,minibus,front,20,True,False,False,False,False,False,False,False,False,False
15054,Mercedes-Benz,CLA250,automatic,black,82000,2016,gasoline,gasoline,2.0,sedan,all,18,False,False,False,True,False,True,False,True,True,True
15055,Opel,Astra,mechanical,silver,105000,2014,gasoline,gasoline,1.4,hatchback,front,7,False,True,False,False,False,True,False,False,True,False
15056,SsangYong,Rexton,automatic,silver,480000,2006,diesel,diesel,2.7,suv,all,5,False,True,False,False,False,True,False,True,False,True
15057,Honda,Civic,mechanical,black,240000,2002,gasoline,gasoline,2.4,hatchback,front,17,False,False,True,False,True,True,True,True,True,True
15058,Iveco,Daily,mechanical,green,1000000,1999,diesel,diesel,2.8,minibus,front,8,False,True,False,False,False,False,False,False,False,False
15059,Toyota,RAV4,automatic,green,249144,2007,gasoline,gasoline,2.4,suv,all,17,False,True,False,False,False,False,False,False,True,True
15060,Ford,Windstar,automatic,green,445000,1996,gasoline,gasoline,3.0,minivan,front,12,False,True,False,False,False,False,False,False,False,True
15061,Fiat,Marea,mechanical,other,400000,1997,diesel,diesel,1.9,sedan,front,12,False,False,True,False,False,False,False,False,False,False
15062,Fiat,Punto,mechanical,grey,225000,2001,gasoline,gasoline,1.2,hatchback,front,4,True,False,False,False,False,False,False,False,False,False
15063,Ford,EcoSport,automatic,white,29000,2017,gasoline,gasoline,1.6,suv,front,6,False,True,False,True,False,True,False,True,True,True
15064,Alfa Romeo,156,mechanical,red,335000,1998,gasoline,gasoline,1.8,sedan,front,19,True,False,False,False,False,False,False,False,False,False
15065,Toyota,Avensis,mechanical,silver,235200,2003,diesel,diesel,2.0,liftback,front,6,False,False,True,False,False,False,False,False,False,True
15066,Nissan,Primera,mechanical,blue,320000,1997,diesel,diesel,2.0,hatchback,front,15,True,False,False,False,False,False,False,False,False,False
15067,Mercedes-Benz,C200,automatic,black,295000,2008,gasoline,gasoline,2.0,sedan,rear,4,False,True,True,True,True,True,True,True,True,True
15068,Audi,A6,mechanical,other,500000,1995,diesel,diesel,2.5,sedan,front,5,False,True,False,True,False,False,False,False,False,True
15069,Volkswagen,Jetta,automatic,black,185200,2012,gasoline,gasoline,1.4,sedan,front,11,False,True,False,True,False,True,False,True,True,True
15070,Volkswagen,Passat,mechanical,blue,280110,1987,gasoline,gasoline,1.8,hatchback,front,1,True,False,False,False,False,False,False,False,False,False
15071,Volkswagen,T3 Multivan,mechanical,green,63000,1989,diesel,diesel,1.9,minibus,rear,13,True,False,False,False,False,False,False,False,False,False
15072,Volkswagen,Polo,mechanical,blue,165000,2007,gasoline,gasoline,1.4,hatchback,front,6,False,True,False,False,False,True,False,False,False,False
15073,Renault,19,mechanical,blue,247261,1994,gasoline,gasoline,1.7,sedan,front,11,True,False,False,False,False,False,False,False,False,False
15074,Kia,Clarus,mechanical,green,350000,1998,gasoline,gasoline,1.8,sedan,front,1,False,True,False,False,False,False,False,False,False,False
15075,Opel,Zafira,mechanical,blue,260000,2002,diesel,diesel,2.2,minivan,front,6,False,True,False,False,False,False,False,False,False,False
15076,Audi,80,mechanical,grey,340000,1992,diesel,diesel,1.9,sedan,front,30,False,False,False,False,False,False,False,False,False,True
15077,Fiat,Marea,mechanical,silver,350000,2001,diesel,diesel,1.9,universal,rear,11,False,True,False,True,False,False,False,False,True,False
15078,Jaguar,X-Type,automatic,black,280000,2002,gasoline,gasoline,2.1,sedan,front,5,False,True,False,True,True,True,False,True,True,True
15079,Volkswagen,Vento,mechanical,blue,390,1994,gasoline,gasoline,1.8,sedan,front,8,True,False,False,False,False,False,False,False,False,False
15080,Volkswagen,Golf,mechanical,blue,400000,1989,gasoline,gasoline,1.3,hatchback,front,4,True,False,False,False,False,False,False,False,False,False
15081,Opel,Zafira,mechanical,white,330000,2003,diesel,diesel,2.0,minivan,front,5,False,True,False,False,False,False,False,False,True,False
15082,Fiat,Ducato,mechanical,white,259999,1992,diesel,diesel,1.9,minibus,front,4,True,False,False,False,False,False,False,False,False,False
15083,Toyota,Avensis,mechanical,black,241000,2007,gasoline,gasoline,1.8,sedan,front,8,False,True,True,False,False,True,False,False,True,True
15084,Peugeot,406,mechanical,black,270000,2002,diesel,diesel,2.2,coupe,front,9,False,True,True,False,True,False,False,True,True,True
15085,Opel,Zafira,mechanical,blue,350000,2003,diesel,diesel,2.2,minivan,front,1,True,False,False,False,False,False,False,False,False,False
15086,Mazda,Xedos 6,mechanical,brown,230000,1996,gasoline,gasoline,1.6,sedan,front,10,False,True,False,False,False,False,False,True,False,True
15087,Honda,Accord,mechanical,silver,260000,1999,gasoline,gasoline,1.6,sedan,front,7,False,True,False,False,False,False,False,False,False,False
15088,Opel,Astra,mechanical,white,170000,2013,gasoline,gasoline,1.4,universal,front,16,False,True,False,False,False,False,False,True,True,False
15089,Mercedes-Benz,E200,mechanical,white,300000,1988,diesel,diesel,2.0,sedan,rear,4,True,False,False,False,False,False,False,False,False,False
15090,Ford,Mondeo,mechanical,grey,343000,2001,diesel,diesel,2.0,universal,front,10,False,True,False,False,False,False,False,False,False,True
15091,Mercedes-Benz,190,mechanical,white,500000,1983,gasoline,gasoline,2.0,sedan,rear,13,False,False,False,False,False,False,False,False,False,True
15092,Mazda,Millenia,automatic,green,360493,1999,gasoline,gasoline,2.5,sedan,front,11,False,True,False,False,True,True,False,False,False,True
15093,Fiat,Ulysse,mechanical,grey,400000,1997,diesel,diesel,2.1,minivan,front,15,False,True,False,False,False,False,False,False,False,False
15094,Opel,Vectra,mechanical,green,310000,1996,diesel,diesel,1.7,sedan,front,6,False,False,True,True,False,False,False,True,True,False
15095,Fiat,500,automatic,orange,49000,2014,electric,electric,,hatchback,front,18,False,False,False,True,False,True,False,True,False,True
15096,BMW,540,mechanical,silver,280000,1998,gasoline,gasoline,4.4,sedan,rear,2,False,True,True,True,True,True,True,True,True,True
15097,Volkswagen,T4,mechanical,white,350000,1997,diesel,diesel,1.9,minibus,front,13,True,False,False,False,False,False,False,False,False,False
15098,BMW,530,automatic,blue,350,2000,diesel,diesel,3.0,sedan,rear,7,False,False,False,False,True,True,False,False,True,True
15099,Volkswagen,Passat,mechanical,grey,121084,2011,gasoline,gasoline,1.4,universal,front,21,False,True,False,True,False,False,False,False,True,False
15100,Renault,Koleos,automatic,black,15262,2018,gasoline,gasoline,2.5,suv,all,17,False,True,False,True,True,True,True,True,True,True
15101,Nissan,Primera,mechanical,grey,185000,2004,gasoline,gasoline,1.8,universal,front,3,False,True,True,True,False,False,False,True,True,False
15102,BMW,322,automatic,silver,281000,2001,gasoline,gasoline,2.2,sedan,rear,12,False,True,True,False,True,True,False,False,True,True
15103,Audi,A6,mechanical,black,500000,2001,diesel,diesel,2.5,universal,front,11,False,True,False,False,True,True,False,False,True,True
15104,BMW,316,mechanical,black,330000,1999,gasoline,gasoline,1.9,hatchback,rear,18,False,True,False,False,False,True,False,False,True,True
15105,Dodge,Stratus,automatic,silver,270000,2001,gasoline,gasoline,2.4,sedan,front,8,False,False,True,True,False,False,False,False,False,False
15106,Dodge,Caliber,automatic,white,117000,2008,gasoline,gasoline,2.0,hatchback,front,56,False,True,False,False,False,False,False,False,True,True
15107,Mercedes-Benz,CLK200,automatic,blue,312000,2000,gasoline,gasoline,2.0,coupe,rear,20,False,True,False,False,True,False,True,True,True,True
15108,Ford,Fusion,automatic,red,173000,2014,gasoline,gasoline,1.5,sedan,front,8,False,True,False,True,True,True,False,True,True,True
15109,Volkswagen,LT,mechanical,orange,232000,1989,diesel,diesel,2.4,minibus,rear,7,True,False,False,False,False,False,False,False,False,False
15110,Volkswagen,Passat,mechanical,blue,250000,1997,diesel,diesel,1.9,universal,front,7,False,True,False,False,False,False,False,False,False,False
15111,Hyundai,i30,mechanical,grey,145000,2014,gasoline,gasoline,1.6,hatchback,front,7,False,True,False,False,False,True,False,False,False,False
15112,Fiat,Coupe,mechanical,red,250000,1999,gasoline,gasoline,1.8,coupe,front,7,False,True,False,False,False,False,False,False,False,True
15113,Mazda,3,mechanical,grey,280000,2005,gasoline,gasoline,1.6,sedan,front,6,False,True,False,False,False,False,False,False,False,True
15114,Kia,Cerato,mechanical,white,110000,2014,gasoline,gasoline,1.6,sedan,front,11,False,True,False,False,False,False,True,True,False,False
15115,Volvo,S80,automatic,silver,241402,2004,gasoline,gasoline,2.8,sedan,front,16,False,False,False,False,False,False,False,False,False,True
15116,Ford,Mondeo,automatic,blue,315000,1997,gasoline,gasoline,1.8,sedan,front,7,False,True,False,False,False,False,False,False,False,False
15117,Dacia,Logan,mechanical,grey,480000,2008,gasoline,gasoline,1.4,sedan,front,9,False,True,False,False,False,False,False,False,False,False
15118,Mazda,3,mechanical,silver,228000,2005,diesel,diesel,1.6,hatchback,front,8,False,True,False,False,False,False,False,False,True,True
15119,Opel,Corsa,mechanical,white,145600,2009,gasoline,gasoline,1.2,hatchback,front,8,False,True,False,False,False,False,False,False,False,False
15120,Peugeot,405,mechanical,black,200000,1988,gasoline,gasoline,1.9,universal,front,2,True,False,False,False,False,False,False,False,False,False
15121,Hyundai,Pony,mechanical,red,222222,1994,gasoline,gasoline,1.5,sedan,front,5,True,False,False,False,False,False,False,False,False,False
15122,Kia,Rio,mechanical,violet,138000,2015,gasoline,gasoline,1.2,hatchback,front,7,False,True,True,False,False,False,False,False,True,False
15123,Opel,Mokka,mechanical,brown,90000,2014,gasoline,gasoline,1.8,suv,front,9,False,True,False,False,False,False,False,True,True,True
15124,Opel,Astra,mechanical,silver,224000,2010,diesel,diesel,1.3,universal,front,18,False,True,False,False,False,True,True,False,True,False
15125,Ford,Focus,automatic,black,257495,2002,gasoline,gasoline,2.0,hatchback,front,9,False,True,False,False,False,False,False,False,False,True
15126,Audi,A8,automatic,silver,327000,2002,diesel,diesel,3.3,sedan,all,9,False,True,True,True,True,True,True,True,True,True
15127,Land Rover,Range Rover,automatic,grey,300000,2005,gasoline,gasoline,4.4,suv,front,4,False,True,True,True,True,True,True,True,True,True
15128,Fiat,Marea,mechanical,grey,445231,1998,gasoline,gasoline,1.6,universal,front,4,True,False,False,False,False,False,False,False,False,False
15129,BMW,316,mechanical,blue,350000,1996,gasoline,gasoline,1.6,sedan,rear,8,False,False,False,False,False,False,False,False,False,True
15130,Suzuki,Verona,automatic,red,284854,2004,gasoline,gasoline,2.5,sedan,front,13,False,True,False,False,True,True,False,False,True,True
15131,Toyota,Land Cruiser,automatic,black,145000,2008,diesel,diesel,4.6,suv,all,1,False,True,True,True,True,True,True,True,True,True
15132,BMW,530,mechanical,red,330000,1999,diesel,diesel,3.0,sedan,rear,8,False,False,True,False,False,False,False,False,False,True
15133,Volvo,S40,mechanical,silver,292000,2002,gasoline,gasoline,1.6,sedan,front,1,False,True,True,False,False,True,True,False,False,True
15134,SsangYong,Kyron,mechanical,other,208000,2009,diesel,diesel,2.0,suv,all,9,False,True,False,True,True,True,False,False,True,True
15135,Pontiac,Vibe,mechanical,black,300000,2004,gasoline,gasoline,1.8,hatchback,front,7,False,True,False,False,False,False,False,False,False,True
15136,Nissan,Prairie,mechanical,brown,200000,1992,gasoline,gasoline,2.0,minivan,front,9,True,False,False,False,False,False,False,False,False,False
15137,BMW,745,automatic,white,335000,2001,gasoline,gasoline,4.4,sedan,rear,12,True,False,False,False,False,False,False,False,False,False
15138,Citroen,C4 Grand Picasso,mechanical,brown,176000,2016,diesel,diesel,1.6,minivan,front,30,False,True,False,True,True,True,True,True,True,True
15139,Volvo,XC90,automatic,black,321869,2005,gasoline,gasoline,2.5,suv,front,12,False,True,False,False,True,False,False,False,True,True
15140,Volkswagen,T4 Caravelle,automatic,silver,299000,2002,diesel,diesel,2.5,minibus,front,16,False,True,True,True,True,True,False,True,True,True
15141,Mercedes-Benz,Vito,mechanical,black,450000,2000,diesel,diesel,2.2,minibus,front,3,False,True,False,False,True,False,False,False,False,True
15142,Opel,Zafira,mechanical,silver,350743,2001,diesel,diesel,2.0,minivan,front,8,False,True,False,False,False,False,False,False,True,True
15143,Opel,Meriva,mechanical,black,147000,2009,gasoline,gasoline,1.4,minivan,front,20,False,True,False,True,False,True,False,False,False,False
15144,Mercedes-Benz,T1,mechanical,white,450000,1993,diesel,diesel,2.3,van,rear,6,True,False,False,False,False,False,False,False,False,False
